CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession
823,Male,26,180702,21,Entertainment
824,Female,2,122698,100,Entertainment
825,Female,60,169346,55,Healthcare
826,Female,67,93176,25,Artist
827,Female,4,75853,40,Homemaker
828,Male,7,119362,58,Engineer
829,Male,28,81545,36,Artist
830,Male,67,67372,75,Artist
831,Female,30,109703,61,Executive
832,Male,38,166697,39,Marketing
833,Female,40,124982,34,Engineer
834,Female,6,146776,83,Lawyer
835,Female,3,147548,45,Executive
836,Female,51,117620,60,Healthcare
837,Male,63,85351,57,Healthcare
838,Male,65,174432,8,Artist
839,Male,44,70787,68,Doctor
840,Female,90,75473,63,Healthcare
841,Male,76,90082,49,Healthcare
842,Female,62,185388,54,Healthcare
843,Female,5,168110,69,Doctor
844,Female,67,184628,38,Artist
845,Female,38,176551,45,Healthcare
846,Female,31,76422,21,Healthcare
847,Male,2,164248,51,Entertainment
848,Female,82,109188,38,Lawyer
849,Female,66,132951,26,Healthcare
850,Female,75,164598,32,Healthcare
851,Male,69,186655,32,
852,Female,62,111859,86,Healthcare
853,Female,0,121926,41,Lawyer
854,Female,11,143047,42,Executive
855,Female,22,131748,23,Artist
856,Male,76,142801,23,Lawyer
857,Male,85,142723,46,Engineer
858,Male,21,155151,16,Marketing
859,Female,64,153607,48,Healthcare
860,Male,94,144192,34,Healthcare
861,Female,83,174159,22,Lawyer
862,Female,93,73642,50,Marketing
863,Female,12,170319,46,Artist
864,Female,0,141351,10,Engineer
865,Female,79,167411,9,Marketing
866,Male,90,58289,49,Artist
867,Female,45,79801,77,Doctor
868,Female,82,146118,52,Marketing
869,Female,57,57337,14,Healthcare
870,Female,43,113575,6,Entertainment
871,Male,63,122658,65,Engineer
872,Female,62,151836,13,Artist
873,Female,43,185900,80,Homemaker
874,Female,34,94029,98,Healthcare
875,Female,30,157290,22,Artist
876,Male,97,175996,42,Entertainment
877,Male,68,102016,37,Artist
878,Male,16,77902,67,Artist
879,Female,15,81138,86,Healthcare
880,Male,25,128258,48,Executive
881,Female,29,62475,24,Artist
882,Female,85,82854,75,Artist
883,Female,30,59284,38,Doctor
884,Female,13,141580,92,Healthcare
885,Female,88,171362,90,Executive
886,Male,5,78274,65,Artist
887,Female,95,76646,61,Artist
888,Female,92,78308,66,Executive
889,Female,63,78971,89,Engineer
890,Female,75,65528,73,Marketing
891,Male,67,94199,71,Artist
892,Female,58,135705,48,Engineer
893,Male,52,130573,31,Entertainment
894,Female,85,152303,68,Artist
895,Female,31,144582,89,Doctor
896,Female,84,93288,60,Artist
897,Female,93,88192,3,Marketing
898,Male,18,62362,81,Lawyer
899,Male,73,74350,39,Lawyer
900,Male,3,144103,42,Healthcare
901,Male,1,75518,17,Lawyer
902,Male,53,160980,62,Doctor
903,Female,75,102904,28,Artist
904,Female,15,174501,37,
905,Female,47,157661,57,Healthcare
906,Female,66,118385,8,Healthcare
907,Female,17,116463,100,Artist
908,Female,1,161212,14,Artist
909,Male,16,172601,50,Marketing
910,Female,52,167214,94,Homemaker
911,Male,21,69644,19,Artist
912,Female,19,120215,46,Homemaker
913,Female,29,180401,23,Engineer
914,Female,40,113739,93,Artist
915,Male,76,111717,41,Healthcare
916,Male,91,62808,20,Engineer
917,Female,24,67582,13,Artist
918,Male,4,96543,60,Artist
919,Male,90,89667,69,Artist
920,Female,56,98980,65,Engineer
921,Male,14,124998,17,Lawyer
922,Male,52,189091,12,Artist
923,Female,14,153842,3,Artist
924,Male,30,106314,16,Artist
925,Female,70,62901,60,Artist
926,Male,14,149618,78,Healthcare
927,Female,95,72068,97,Healthcare
928,Male,25,81367,87,
929,Female,95,118575,10,Entertainment
930,Female,12,82382,97,Executive
931,Male,82,114776,55,Entertainment
932,Female,2,145597,81,Artist
933,Male,51,162072,86,Engineer
934,Male,63,172872,11,Healthcare
935,Female,30,182162,6,Artist
936,Female,68,71467,81,Artist
937,Female,21,85568,1,Healthcare
938,Female,99,56851,72,Entertainment
939,Female,0,116782,73,Artist
940,Female,80,67781,1,Entertainment
941,Female,51,70152,29,Healthcare
942,Male,18,185861,82,Artist
943,Male,43,162595,17,Artist
944,Female,29,80098,54,Lawyer
945,Female,20,184801,8,Lawyer
946,Female,39,58908,37,Artist
947,Female,9,146011,69,Marketing
948,Female,45,135174,39,Artist
949,Female,65,114244,64,Artist
950,Female,64,157207,52,Healthcare
951,Female,81,128834,23,Entertainment
952,Male,54,51166,24,Entertainment
953,Female,32,130118,36,Artist
954,Male,29,87014,71,Doctor
955,Female,25,111379,93,Artist
956,Male,5,83704,82,Entertainment
957,Female,55,90558,49,Healthcare
958,Male,12,187343,14,Healthcare
959,Female,81,111174,48,Entertainment
960,Male,87,64461,63,Engineer
961,Male,12,109618,97,Artist
962,Male,91,189357,4,Lawyer
963,Female,63,120955,79,Artist
964,Female,97,168898,54,Homemaker
965,Male,89,130431,52,Healthcare
966,Male,59,161091,56,Engineer
967,Female,26,69988,2,Homemaker
968,Female,5,169702,98,Doctor
969,Male,32,186897,49,Healthcare
970,Female,98,109061,41,Engineer
971,Male,31,188620,30,Artist
972,Female,59,108675,57,Artist
973,Female,80,177601,34,Entertainment
974,Female,12,87365,3,Marketing
975,Male,80,95929,23,Engineer
976,Male,59,97185,87,Entertainment
977,Female,56,103838,17,Artist
978,Male,18,129260,11,Doctor
979,Female,66,151184,19,Artist
980,Female,67,177512,62,Engineer
981,Male,39,140099,51,Lawyer
982,Male,23,67535,97,Healthcare
983,Male,47,133236,61,Executive
984,Female,41,87975,5,Homemaker
985,Female,40,164350,23,Healthcare
986,Male,36,55109,53,Artist
987,Female,12,67613,40,Entertainment
988,Female,60,185306,47,Entertainment
989,Female,24,154787,84,Executive
990,Female,17,109759,96,Artist
991,Female,92,114571,51,Executive
992,Male,32,130697,93,Artist
993,Male,39,115916,24,Doctor
994,Female,50,69814,53,Artist
995,Female,85,118161,74,Engineer
996,Male,65,56583,65,Healthcare
997,Female,17,185843,36,Artist
998,Female,31,171825,22,Entertainment
999,Male,24,77976,95,Artist
1000,Male,97,66312,75,Entertainment
1001,Female,92,81839,11,Entertainment
1002,Female,80,55712,5,Artist
1003,Male,33,158335,45,Healthcare
1004,Male,8,74253,45,Lawyer
1005,Male,67,119625,3,Healthcare
1006,Female,8,129743,6,Artist
1007,Female,61,101007,60,Lawyer
1008,Male,83,87529,49,Artist
1009,Male,8,151648,98,Healthcare
1010,Male,69,61637,67,
1011,Male,14,164659,59,Entertainment
1012,Female,80,125623,62,Executive
1013,Female,85,104054,22,Artist
1014,Male,88,83535,56,Artist
1015,Female,76,166245,13,Executive
1016,Female,32,100890,60,Entertainment
1017,Female,99,55972,83,Entertainment
1018,Female,85,134282,39,Artist
1019,Female,25,106669,22,Lawyer
1020,Female,99,145777,94,Executive
1021,Male,41,119259,91,Healthcare
1022,Female,1,150174,59,Artist
1023,Female,45,55472,51,Healthcare
1024,Male,55,99423,82,Healthcare
1025,Female,20,146221,25,Marketing
1026,Female,33,84238,31,Artist
1027,Male,92,57032,75,Entertainment
1028,Male,93,88811,52,Engineer
1029,Male,60,167420,38,Artist
1030,Male,38,101846,17,Doctor
1031,Male,15,114061,87,Artist
1032,Male,74,147449,16,Artist
1033,Female,47,83043,76,Executive
1034,Female,96,168990,81,Doctor
1035,Male,97,73867,65,Healthcare
1036,Female,35,165772,51,Healthcare
1037,Female,19,178217,38,Marketing
1038,Male,60,162612,98,Engineer
1039,Male,37,99872,53,Entertainment
1040,Female,49,142566,77,Artist
1041,Female,1,111424,80,Entertainment
1042,Male,43,187841,38,Artist
1043,Female,46,171921,50,Artist
1044,Female,65,115299,87,Artist
1045,Male,75,94129,27,Healthcare
1046,Male,40,172378,39,Entertainment
1047,Male,28,146597,31,Engineer
1048,Female,78,64057,44,Doctor
1049,Female,22,163585,49,Artist
1050,Male,6,93186,83,Entertainment
1051,Male,46,149764,1,Entertainment
1052,Male,17,116822,84,Doctor
1053,Female,46,109346,37,Entertainment
1054,Female,72,111587,99,Artist
1055,Female,38,166644,66,Artist
1056,Female,50,181270,56,Artist
1057,Male,47,65207,81,Healthcare
1058,Female,72,112146,21,Homemaker
1059,Male,8,104953,57,Doctor
1060,Female,34,139009,24,Artist
1061,Female,53,67916,82,Healthcare
1062,Female,82,99983,88,Executive
1063,Male,63,131122,40,Artist
1064,Female,58,173190,37,Doctor
1065,Male,23,122712,21,Marketing
1066,Female,80,55792,30,Artist
1067,Male,45,73892,45,Doctor
1068,Female,30,78821,46,
1069,Female,84,152475,12,Artist
1070,Male,45,152226,87,Artist
1071,Male,85,117679,18,Entertainment
1072,Male,23,146473,87,Artist
1073,Male,79,66051,75,Healthcare
1074,Male,47,162332,72,Entertainment
1075,Female,93,166018,71,Doctor
1076,Female,95,67398,81,Entertainment
1077,Male,44,73760,70,Entertainment
1078,Male,95,167578,66,Entertainment
1079,Male,28,130267,45,Engineer
1080,Male,91,94846,95,Engineer
1081,Female,81,155396,1,Engineer
1082,Female,90,138013,16,Artist
1083,Male,79,148286,77,Entertainment
1084,Female,6,101031,28,Artist
1085,Female,38,52884,24,Lawyer
1086,Male,87,153230,15,Healthcare
1087,Female,93,63261,13,Engineer
1088,Male,44,90167,84,Engineer
1089,Female,10,162076,78,
1090,Female,84,53622,27,Artist
1091,Female,7,172913,94,Executive
1092,Female,41,94316,86,Artist
1093,Male,87,141383,3,
1094,Female,33,67874,55,Artist
1095,Female,34,176554,62,Healthcare
1096,Female,53,135341,56,Healthcare
1097,Female,47,129019,57,Healthcare
1098,Male,53,107879,3,Doctor
1099,Male,92,79531,4,Artist
1100,Male,89,63379,59,Artist
1101,Female,27,156258,54,Entertainment
1102,Male,70,67874,41,Entertainment
1103,Female,86,159964,57,Engineer
1104,Female,99,103706,50,Entertainment
1105,Female,96,64713,84,Entertainment
1106,Female,65,90414,55,Artist
1107,Female,82,171100,34,Executive
1108,Male,36,187305,85,Engineer
1109,Female,30,139758,46,Lawyer
1110,Female,96,91226,56,Healthcare
1111,Female,69,143928,30,Engineer
1112,Female,34,92366,14,Healthcare
1113,Male,74,175041,25,Artist
1114,Male,97,147301,93,Lawyer
1115,Male,56,119296,49,Engineer
1116,Female,30,126306,44,Artist
1117,Male,13,100647,49,Executive
1118,Female,95,168663,16,Engineer
1119,Female,2,105391,42,Executive
1120,Female,78,175179,43,Executive
1121,Female,54,165019,12,Entertainment
1122,Female,85,68212,26,Healthcare
1123,Male,13,64572,71,Artist
1124,Female,85,92591,99,Artist
1125,Female,41,69730,97,Artist
1126,Female,25,156793,57,Marketing
1127,Female,74,56848,41,Artist
1128,Male,8,148450,55,Healthcare
1129,Male,62,150619,32,Artist
1130,Male,52,100261,10,Artist
1131,Female,36,109895,56,Healthcare
1132,Male,11,152684,24,Lawyer
1133,Female,84,133765,83,Artist
1134,Female,99,57677,99,Lawyer
1135,Female,51,112358,27,Artist
1136,Female,57,73845,52,Artist
1137,Male,92,89531,42,Healthcare
1138,Male,29,118092,100,Entertainment
1139,Male,62,144242,49,Entertainment
1140,Female,43,140876,90,Entertainment
1141,Male,72,76888,26,Marketing
1142,Female,28,116644,88,Artist
1143,Female,57,143021,3,Executive
1144,Female,86,145679,91,Lawyer
1145,Female,26,64398,7,Lawyer
1146,Female,13,104512,40,Marketing
1147,Male,1,71564,68,Artist
1148,Female,89,122707,64,Homemaker
1149,Female,91,51733,96,Healthcare
1150,Female,67,138087,63,Marketing
1151,Male,63,147278,51,Lawyer
1152,Female,90,187339,62,Healthcare
1153,Female,87,129972,97,Executive
1154,Female,89,151176,55,Healthcare
1155,Female,34,74358,60,Artist
1156,Male,89,83953,82,Healthcare
1157,Male,31,62925,24,Engineer
1158,Male,55,65257,93,Doctor
1159,Female,3,188557,4,Healthcare
1160,Male,64,163783,84,Healthcare
1161,Female,1,108342,97,Doctor
1162,Female,20,155951,21,Healthcare
1163,Female,18,183071,29,Artist
1164,Female,83,124104,20,Healthcare
1165,Female,21,136747,3,Healthcare
1166,Male,19,189498,18,Artist
1167,Female,74,76149,48,Artist
1168,Female,44,185550,54,Artist
1169,Female,52,119567,19,Artist
1170,Female,14,79806,30,Engineer
1171,Male,10,180774,66,Entertainment
1172,Female,80,90142,50,Lawyer
1173,Female,82,184481,84,Executive
1174,Female,32,66089,75,Artist
1175,Female,16,60044,83,Artist
1176,Male,61,52543,23,Executive
1177,Male,57,50429,23,Artist
1178,Male,95,178228,45,Engineer
1179,Female,38,161130,98,Artist
1180,Male,70,87976,38,Lawyer
1181,Female,40,179150,91,Artist
1182,Female,92,163442,32,Executive
1183,Female,73,108159,18,Entertainment
1184,Female,62,73419,14,Healthcare
1185,Female,12,138425,78,Doctor
1186,Male,65,54431,93,Healthcare
1187,Female,88,168437,81,Artist
1188,Female,55,71322,54,Entertainment
1189,Female,99,122548,14,
1190,Female,20,141428,32,Entertainment
1191,Male,97,142214,32,Artist
1192,Female,93,62590,43,Artist
1193,Male,84,172523,83,Artist
1194,Female,16,157588,76,Executive
1195,Female,10,143313,57,Doctor
1196,Female,59,119833,38,Doctor
1197,Female,54,70803,35,Entertainment
1198,Male,82,139008,47,Artist
1199,Male,83,126669,53,Artist
1200,Male,87,122722,10,Executive
1201,Male,1,79800,47,Artist
1202,Male,89,100155,5,Healthcare
1203,Female,32,110846,49,Artist
1204,Female,1,106841,69,Entertainment
1205,Female,54,117181,66,Doctor
1206,Female,56,86898,76,Healthcare
1207,Female,31,143241,81,Executive
1208,Female,26,146028,33,Healthcare
1209,Male,7,165287,65,Doctor
1210,Female,60,132486,9,Artist
1211,Male,92,96424,74,Artist
1212,Female,93,151468,41,Artist
1213,Female,8,76561,79,Healthcare
1214,Female,81,125316,81,Lawyer
1215,Male,21,109373,22,Entertainment
1216,Male,96,135042,12,Artist
1217,Female,78,59784,81,Artist
1218,Male,86,140687,63,Artist
1219,Male,1,182927,55,Healthcare
1220,Female,62,175534,44,Artist
1221,Male,68,170957,6,Lawyer
1222,Male,70,81197,76,Artist
1223,Female,21,104888,8,Healthcare
1224,Male,74,184838,18,
1225,Female,62,139588,66,Executive
1226,Male,22,126543,45,Homemaker
1227,Female,87,177260,45,Entertainment
1228,Male,44,156823,42,Healthcare
1229,Female,27,183201,52,Engineer
1230,Female,95,84925,46,Artist
1231,Male,89,69719,47,Artist
1232,Female,41,61355,13,Healthcare
1233,Male,41,156014,49,Doctor
1234,Male,21,184088,21,Entertainment
1235,Female,59,158372,98,Artist
1236,Female,64,135742,67,Healthcare
1237,Female,38,145704,82,Marketing
1238,Female,70,157307,23,Executive
1239,Female,25,88064,73,Executive
1240,Female,3,167226,59,Homemaker
1241,Female,70,153821,8,Marketing
1242,Male,29,170669,78,Doctor
1243,Male,88,93555,13,Artist
1244,Female,20,101941,18,Healthcare
1245,Female,58,78795,44,Engineer
1246,Female,70,55875,94,Engineer
1247,Female,44,177513,81,Lawyer
1248,Female,87,100850,83,Doctor
1249,Female,0,143082,63,Entertainment
1250,Female,96,85447,4,Artist
1251,Female,75,114213,33,Doctor
1252,Male,14,161120,69,Executive
1253,Female,8,186682,86,Entertainment
1254,Male,58,105302,75,Doctor
1255,Female,5,133400,47,Engineer
1256,Male,70,56432,23,Engineer
1257,Female,49,136467,72,Healthcare
1258,Male,60,189945,20,Engineer
1259,Female,25,163966,48,Lawyer
1260,Male,47,52152,17,Artist
1261,Male,53,145720,62,Homemaker
1262,Male,24,188034,61,Healthcare
1263,Female,46,127911,3,Homemaker
1264,Female,70,174114,31,Lawyer
1265,Male,53,144489,10,Artist
1266,Male,63,77440,47,Lawyer
1267,Female,24,86119,44,Artist
1268,Female,5,100056,49,Entertainment
1269,Male,7,66686,50,Artist
1270,Female,71,74696,41,Doctor
1271,Male,23,65641,50,Entertainment
1272,Female,0,61228,81,Entertainment
1273,Female,2,138529,87,Healthcare
1274,Female,72,152405,4,Artist
1275,Male,18,157757,84,Doctor
1276,Male,11,166361,59,Engineer
1277,Female,95,67227,30,Artist
1278,Male,20,161156,88,Engineer
1279,Female,58,170647,70,Healthcare
1280,Female,67,161646,36,Healthcare
1281,Male,43,98016,18,Healthcare
1282,Male,36,50526,19,Artist
1283,Male,2,175208,43,Executive
1284,Female,35,97721,48,Engineer
1285,Female,81,142013,81,Entertainment
1286,Male,84,166737,76,Artist
1287,Female,18,62651,13,Entertainment
1288,Female,54,179546,4,Homemaker
1289,Female,98,51866,81,Artist
1290,Female,75,86297,42,Executive
1291,Female,98,65031,23,Artist
1292,Male,94,69383,25,Entertainment
1293,Male,24,70733,63,Artist
1294,Female,47,187898,89,Artist
1295,Female,40,116001,55,Engineer
1296,Male,68,87040,4,Artist
1297,Female,18,180956,74,Artist
1298,Female,83,115517,82,Healthcare
1299,Male,34,76979,46,Lawyer
1300,Male,81,50798,56,Artist
1301,Female,61,146350,43,Artist
1302,Female,77,81112,61,Healthcare
1303,Male,52,80605,20,Doctor
1304,Male,40,171949,11,Doctor
1305,Male,93,159006,26,Artist
1306,Female,45,177368,96,Healthcare
1307,Female,83,187643,3,Artist
1308,Male,23,93841,25,Lawyer
1309,Male,15,131061,92,Healthcare
1310,Male,79,146130,20,Entertainment
1311,Male,80,84471,79,Doctor
1312,Female,35,144485,15,Entertainment
1313,Female,39,158638,78,Healthcare
1314,Male,4,96693,28,Entertainment
1315,Female,83,129507,93,Healthcare
1316,Female,94,114510,39,Healthcare
1317,Female,33,109396,17,
1318,Female,12,149031,96,Artist
1319,Female,77,66256,13,Lawyer
1320,Female,48,118285,69,Doctor
1321,Male,97,128723,58,Artist
1322,Female,28,178285,91,Artist
1323,Female,99,144176,74,Marketing
1324,Male,27,82474,31,Artist
1325,Female,95,159010,84,Lawyer
1326,Female,6,76164,83,Artist
1327,Male,18,77873,49,Executive
1328,Male,42,53392,89,Artist
1329,Male,50,168898,41,Artist
1330,Male,86,128917,7,Homemaker
1331,Male,69,185067,49,Lawyer
1332,Male,23,132183,76,Artist
1333,Female,82,82060,46,Healthcare
1334,Female,97,133614,58,Artist
1335,Male,42,94844,64,
1336,Female,75,76474,5,Doctor
1337,Female,14,94655,9,Healthcare
1338,Male,3,60933,30,Doctor
1339,Male,16,79257,82,Healthcare
1340,Female,45,125677,36,Entertainment
1341,Female,23,127971,56,Artist
1342,Male,38,76103,62,Executive
1343,Female,45,114741,96,Artist
1344,Female,82,157994,92,Artist
1345,Male,73,93786,44,Entertainment
1346,Male,36,75178,41,Entertainment
1347,Male,13,175267,81,Healthcare
1348,Female,96,99263,100,Healthcare
1349,Female,83,52590,3,Healthcare
1350,Male,33,170959,75,Artist
1351,Male,68,135076,60,Engineer
1352,Male,88,167112,34,Lawyer
1353,Female,87,184639,12,Doctor
1354,Female,88,172369,80,Artist
1355,Female,43,124256,67,Marketing
1356,Female,64,89972,92,Artist
1357,Male,96,67799,42,Entertainment
1358,Female,72,176074,70,Doctor
1359,Male,48,167517,27,Artist
1360,Female,64,77914,11,Artist
1361,Female,8,57605,81,Doctor
1362,Female,52,86365,70,Engineer
1363,Male,3,93883,39,Healthcare
1364,Female,44,131091,62,Artist
1365,Male,14,87222,14,Healthcare
1366,Female,50,117076,45,Doctor
1367,Male,53,150925,1,Healthcare
1368,Female,31,149379,100,Lawyer
1369,Female,31,138644,94,Engineer
1370,Male,97,148493,42,Doctor
1371,Male,27,84658,66,Lawyer
1372,Male,2,111618,99,Lawyer
1373,Male,81,108759,60,Artist
1374,Male,64,186203,73,Artist
1375,Female,11,147258,59,Lawyer
1376,Female,78,132983,67,Healthcare
1377,Male,72,149092,39,Engineer
1378,Male,36,163845,84,Doctor
1379,Male,97,117777,67,Artist
1380,Male,88,131584,18,Artist
1381,Female,21,123904,91,Artist
1382,Female,62,89801,88,Artist
1383,Male,73,173466,57,Entertainment
1384,Female,34,55690,4,Marketing
1385,Female,50,104467,72,
1386,Male,39,100419,19,Artist
1387,Female,82,62951,47,Lawyer
1388,Male,39,118554,1,Lawyer
1389,Female,13,140673,49,Artist
1390,Female,68,75561,87,Healthcare
1391,Female,77,147306,50,Healthcare
1392,Female,35,111871,30,Doctor
1393,Male,5,112884,43,Healthcare
1394,Female,47,121267,58,Engineer
1395,Female,48,151519,93,Artist
1396,Female,34,105448,40,Artist
1397,Female,20,92048,91,Healthcare
1398,Male,61,99980,94,Healthcare
1399,Male,16,84003,68,Artist
1400,Male,2,110889,95,Executive
1401,Female,52,82478,95,Executive
1402,Male,99,139685,20,Healthcare
1403,Female,84,182374,62,Entertainment
1404,Female,58,119366,94,Engineer
1405,Female,91,53788,57,Doctor
1406,Female,1,90341,92,Doctor
1407,Female,67,118348,94,Engineer
1408,Male,56,137428,87,Artist
1409,Female,62,106982,53,Entertainment
1410,Female,12,98532,52,Doctor
1411,Female,38,120825,24,Executive
1412,Female,51,58006,83,Executive
1413,Male,20,106941,73,Artist
1414,Male,43,129782,31,Entertainment
1415,Male,93,121513,90,Engineer
1416,Female,54,79925,30,Healthcare
1417,Male,23,112089,74,Healthcare
1418,Female,1,138656,27,
1419,Female,64,146794,90,Healthcare
1420,Female,55,75033,30,Engineer
1421,Female,85,149969,78,Executive
1422,Female,20,124852,39,Healthcare
1423,Male,73,154837,42,Executive
1424,Female,53,145678,55,Executive
1425,Female,7,137354,89,Artist
1426,Female,50,136660,48,Entertainment
1427,Female,12,63334,99,Artist
1428,Male,37,62893,29,Executive
1429,Male,78,163514,89,Doctor
1430,Male,29,145934,40,Marketing
1431,Female,54,119223,58,Lawyer
1432,Male,89,127479,18,Doctor
1433,Female,25,136146,98,Artist
1434,Female,14,76001,46,Artist
1435,Female,12,84885,24,Healthcare
1436,Female,18,82812,1,Artist
1437,Male,74,51260,43,Entertainment
1438,Male,21,159572,42,Healthcare
1439,Male,9,130186,88,Artist
1440,Female,49,176954,57,Artist
1441,Male,58,85908,99,Artist
1442,Female,16,75831,5,Healthcare
1443,Female,55,123045,56,Engineer
1444,Female,31,161211,10,Lawyer
1445,Female,59,81702,27,Marketing
1446,Female,25,173043,3,Artist
1447,Male,63,126380,90,Artist
1448,Female,60,128205,27,Healthcare
1449,Female,41,181355,73,Artist
1450,Female,84,97931,70,Healthcare
1451,Male,72,146432,25,Artist
1452,Female,97,125731,41,Artist
1453,Female,43,132701,70,Healthcare
1454,Female,63,116095,8,Artist
1455,Female,7,135773,42,Artist
1456,Male,54,136417,45,Healthcare
1457,Male,27,80783,82,Artist
1458,Male,28,182580,60,Executive
1459,Female,84,143567,48,Artist
1460,Male,71,85908,85,Entertainment
1461,Female,88,139806,99,Entertainment
1462,Female,75,77269,24,Artist
1463,Female,96,105968,65,Engineer
1464,Female,83,125660,19,Engineer
1465,Female,86,98444,76,Entertainment
1466,Male,60,179503,9,Artist
1467,Female,5,60575,14,Engineer
1468,Female,65,75685,19,Marketing
1469,Female,49,85374,45,Artist
1470,Female,78,128642,19,Marketing
1471,Male,25,182292,78,Artist
1472,Female,5,124702,94,Artist
1473,Female,58,127833,2,Artist
1474,Female,80,178866,97,Artist
1475,Female,94,183643,51,Artist
1476,Male,62,113306,4,Executive
1477,Male,20,84008,77,Artist
1478,Male,85,85758,35,Lawyer
1479,Female,72,63128,45,Engineer
1480,Male,95,70174,6,Executive
1481,Female,97,170133,42,Engineer
1482,Female,25,165978,42,Artist
1483,Female,17,149727,78,Artist
1484,Female,19,147052,86,
1485,Female,59,113389,79,Doctor
1486,Male,30,111690,73,Entertainment
1487,Female,63,184830,60,Doctor
1488,Female,23,91549,23,Artist
1489,Female,97,94629,17,Marketing
1490,Female,97,167558,99,Artist
1491,Male,94,119189,57,Artist
1492,Female,28,96207,67,Artist
1493,Male,21,85339,6,Doctor
1494,Female,25,111942,7,Artist
1495,Female,48,157003,45,Engineer
1496,Female,53,117123,23,Artist
1497,Female,97,172747,76,Artist
1498,Male,33,157358,52,Healthcare
1499,Male,5,156655,20,Entertainment
1500,Male,72,166043,93,Doctor
1501,Male,40,67768,15,Doctor
1502,Male,34,171353,34,Doctor
1503,Female,63,116971,76,Executive
1504,Female,85,97822,38,Doctor
1505,Female,86,117203,83,Healthcare
1506,Female,63,88720,100,Artist
1507,Female,9,173233,18,
1508,Female,76,139447,36,Artist
1509,Male,19,179269,93,Entertainment
1510,Female,84,136254,90,Engineer
1511,Male,38,174594,56,Executive
1512,Female,1,100429,19,Entertainment
1513,Female,30,73107,48,Artist
1514,Female,86,98344,25,Artist
1515,Male,21,163509,21,Healthcare
1516,Male,15,116204,16,Engineer
1517,Female,87,95853,53,Healthcare
1518,Male,40,156411,70,Artist
1519,Male,2,72889,36,Homemaker
1520,Female,63,106691,79,Healthcare
1521,Male,26,144832,42,Artist
1522,Male,29,132297,53,Entertainment
1523,Female,7,170345,3,Executive
1524,Male,28,157383,13,Lawyer
1525,Female,99,150782,18,Executive
1526,Male,69,143987,87,Healthcare
1527,Female,13,129659,59,Entertainment
1528,Male,73,104826,36,Healthcare
1529,Female,4,181471,59,Healthcare
1530,Female,42,152547,56,Artist
1531,Male,43,85347,9,Doctor
1532,Female,79,122828,32,Executive
1533,Male,18,107794,17,Engineer
1534,Male,39,152566,11,Entertainment
1535,Female,41,91715,99,Entertainment
1536,Female,60,99222,48,Artist
1537,Female,39,70280,99,Engineer
1538,Female,90,70030,86,Healthcare
1539,Female,83,102083,24,Artist
1540,Female,92,166163,87,Engineer
1541,Female,6,182871,27,Engineer
1542,Male,50,187545,61,Executive
1543,Male,90,182910,86,Entertainment
1544,Female,13,174530,30,Lawyer
1545,Female,27,115438,37,Artist
1546,Female,93,93964,80,Artist
1547,Female,61,180341,75,Healthcare
1548,Female,91,107323,1,Engineer
1549,Female,79,119435,55,Entertainment
1550,Female,80,68341,22,Artist
1551,Female,16,95365,60,Artist
1552,Male,4,131093,79,Lawyer
1553,Female,34,100621,3,Healthcare
1554,Male,10,116521,47,Doctor
1555,Female,3,136316,88,Executive
1556,Male,96,172039,51,Lawyer
1557,Female,48,70844,22,Entertainment
1558,Male,25,100964,96,Marketing
1559,Female,98,128037,39,Entertainment
1560,Male,84,97081,75,Marketing
1561,Male,88,92247,47,Marketing
1562,Male,86,129914,92,Artist
1563,Female,0,94014,53,Engineer
1564,Female,56,138864,93,Artist
1565,Male,6,169299,46,Marketing
1566,Male,2,119097,40,Healthcare
1567,Female,73,68161,23,Doctor
1568,Female,38,181108,32,Homemaker
1569,Male,37,87764,59,Engineer
1570,Female,41,102543,54,Artist
1571,Male,94,139417,13,Artist
1572,Female,57,81802,29,Homemaker
1573,Female,96,102788,51,Artist
1574,Female,59,163179,19,Healthcare
1575,Male,87,71318,22,Healthcare
1576,Male,55,63683,34,Healthcare
1577,Female,16,189689,37,Healthcare
1578,Male,82,121610,36,Artist
1579,Female,83,150682,25,Artist
1580,Female,96,124550,46,Marketing
1581,Male,55,148875,99,Artist
1582,Male,6,107117,44,Artist
1583,Male,33,109223,43,Engineer
1584,Female,0,120899,7,Marketing
1585,Female,27,101948,31,Artist
1586,Male,72,143169,58,Engineer
1587,Female,13,167619,4,Healthcare
1588,Female,19,181795,59,Healthcare
1589,Female,48,186445,41,Engineer
1590,Female,58,102205,24,Artist
1591,Female,21,52326,69,Healthcare
1592,Male,91,82992,5,Entertainment
1593,Male,44,145520,55,Homemaker
1594,Female,80,104820,96,Artist
1595,Female,28,69025,79,Entertainment
1596,Male,74,164976,89,Entertainment
1597,Female,79,178576,51,Executive
1598,Female,42,72415,52,Marketing
1599,Male,80,112146,24,Entertainment
1600,Male,8,144830,43,Artist
1601,Female,24,51661,79,Entertainment
1602,Female,71,152910,90,Artist
1603,Male,1,114556,64,Entertainment
1604,Male,0,143455,62,Healthcare
1605,Male,30,173096,92,Healthcare
1606,Female,52,121172,97,Healthcare
1607,Female,34,56492,15,Homemaker
1608,Male,64,156422,39,Entertainment
1609,Male,17,131863,94,Artist
1610,Male,71,118096,36,Lawyer
